"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CSF3R",0,0.57941900685215,0.328,0.001,0
"GBP2",0,0.416773175404335,0.328,0.001,0
"VTCN1",0,0.865402673108751,0.463,0.005,0
"GABRP",0,1.66876181886321,0.522,0.007,0
"VGLL1",0,1.88351709194637,0.866,0.016,0
"BARX2",0,0.881949149529353,0.418,0.001,0
"MUC16",1.05031481456772e-304,0.961840454908803,0.403,0.004,3.53893073620448e-300
"ACSM3",5.81229705066572e-286,0.780208250246547,0.537,0.009,1.95839536825131e-281
"TMEM40",2.51117791393519e-285,1.1529143209487,0.627,0.014,8.46116286321321e-281
"COL12A1",3.79506345143398e-282,0.407565953019609,0.313,0.002,1.27870867932616e-277
"ARHGDIB",2.50118237281244e-281,1.4791521304096,0.657,0.016,8.42748388695424e-277
"SPRR3",2.99454842866544e-246,2.09238291221659,0.522,0.011,1.00898314755453e-241
"FILIP1L",9.13236815819126e-224,0.628395957014441,0.388,0.006,3.07706012722096e-219
"P2RY6",3.20650132185703e-213,0.409620391644763,0.269,0.002,1.08039855538651e-208
"CYP1A1",5.59334989022224e-204,1.22476467850863,0.373,0.006,1.88462331201148e-199
"EPB41L3",8.1850493964139e-190,0.693590683267273,0.433,0.01,2.7578705436277e-185
"TINAGL1",6.83337689785824e-187,0.714512200779446,0.418,0.009,2.30243801196436e-182
"MPZL2",6.98991529267558e-183,0.480868294914809,0.313,0.005,2.35518205871411e-178
"TFAP2B",6.34034616123447e-182,1.53332169655577,0.597,0.022,2.13631623556634e-177
"GPRC5A",1.18477071089357e-177,1.14354122704674,0.478,0.014,3.99196643328479e-173
"ELF5",4.15063003889352e-164,0.384498204475032,0.254,0.003,1.39851328530478e-159
"TMPRSS4",2.88322563596728e-148,0.599121458975945,0.328,0.007,9.71474045782815e-144
"WNT6",5.5386890721499e-145,1.11258776973807,0.552,0.024,1.86620589597019e-140
"ANXA1",2.16655282599467e-138,3.13134775694276,0.97,0.097,7.29998309190645e-134
"IGF2",7.92840777266434e-137,3.49992637762619,0.94,0.094,2.67139771492152e-132
"PVRL4",7.09626501456363e-131,0.491908465296436,0.358,0.01,2.39101553400707e-126
"LYPD3",1.86905443253522e-124,1.22576915382571,0.612,0.037,6.29759200498417e-120
"COL5A2",1.70795278646183e-110,0.825097810212148,0.388,0.015,5.7547761187045e-106
"ST14",2.64865761226384e-109,0.869786653198113,0.493,0.026,8.92438695876179e-105
"IGFBP7",4.17104937094161e-107,1.09781751980913,0.403,0.017,1.40539337504507e-102
"S100A9",1.47838772772824e-98,4.01606023831458,0.687,0.063,4.98127960980753e-94
"TFPI2",1.98881331424717e-92,1.40343294619926,0.373,0.018,6.7011075810244e-88
"MYOF",5.6463070077906e-91,0.446899254098909,0.313,0.012,1.90246668320496e-86
"NABP1",1.1742884691266e-88,0.514490867414798,0.328,0.014,3.95664756787516e-84
"CST6",3.16597106527563e-88,1.60021470914876,0.507,0.036,1.06674229073397e-83
"SFN",4.76060452146723e-88,1.60289748311826,0.522,0.038,1.60403808746317e-83
"ST6GALNAC2",2.86866627319568e-85,0.529348459247064,0.358,0.017,9.66568414090552e-81
"HES2",2.89740334420402e-85,0.584082820791067,0.358,0.017,9.76251082796102e-81
"TACSTD2",7.04733486966735e-83,1.18793746602797,0.478,0.034,2.37452901098572e-78
"NAALADL2",4.45954568019864e-81,0.327502517407014,0.254,0.009,1.50259932148613e-76
"MIR4435-2HG",8.08715415974452e-81,0.784914505058598,0.403,0.024,2.72488572258432e-76
"C8orf4",3.71634324484915e-80,0.565796562677875,0.299,0.013,1.25218469291947e-75
"BGN",4.55026705133602e-79,0.438868706122721,0.254,0.009,1.53316698027716e-74
"LGALS3",1.2344070839883e-77,1.42819831145435,0.716,0.088,4.15921122879019e-73
"ERP27",2.13310209931098e-75,0.694951361135445,0.418,0.028,7.18727421341841e-71
"NR2F2",7.24868853399804e-75,1.74220307177849,0.925,0.166,2.4423731146453e-70
"RHOBTB3",1.73771713763488e-72,0.856870749529891,0.597,0.06,5.85506412354696e-68
"CXCL16",8.18435334211956e-68,0.489156957189507,0.328,0.019,2.75763601509376e-63
"LAMA4",1.53380073178527e-67,0.457859069108871,0.269,0.012,5.16798818567729e-63
"LYPD6B",2.41090247320385e-66,0.337164238229213,0.299,0.016,8.12329479321304e-62
"S100A16",2.04346232818427e-65,2.66288647896646,0.955,0.246,6.88524196858409e-61
